word	sent1	sent2	id	pos1	pos2	grp	scores	tag
пружина	От сего приведено было в большее совершенство фортификационное искусство и правильность боевых порядков: но со времен Фридриха Великого, крепости потеряли сие влияние, и скорость в движениях сделалась главнейшей пружиной для произведения важных дел.	В его обивке и пружинах таится какая-то сила, притягательная и до сих пор не исследованная.	train.scd_1_54.tsv.17	(212, 220)	(15, 23)	COMPARE	8.120270749999999e-06	F
пружина	Это равнодушие одних и эта ненависть других вошли в духовный состав русского общества как новые пружины, осложнившие общественное движение, тянувшие людей в разные стороны.	Тонкий, крепкий, точно стальная пружина, ствол слабо покачивался от работы подъемного двигателя.	train.scd_1_54.tsv.18	(96, 103)	(32, 39)	COMPARE	1.023885825e-05	F
пружина	Он повернул свое полное, выхоленное тело на пружинах дивана, как бы желая опять заснуть надолго, с другой стороны крепко обнял подушку и прижался к ней щекой; но вдруг вскочил, сел на диван и открыл глаза.	Я вертелся со стоном, и стонали пружины, и хрусталек со стеклом переговаривались в посудном шкафу, и кукушечка не кукукала, потому что -- сломанная, зараза.	train.scd_1_54.tsv.19	(44, 52)	(32, 39)	COMPARE	0.49372538195	F
пружина	Старуха поняла, что девушке слишком тяжело говорить на эту тему, и потому, сколь ни хотелось ей самой узнать подробности и пружины всего этого странного обстоятельства, разговор между ними о Хвалынцеве не возобновлялся более ни разу.	В течение 19-го столетия было построено много моделей геликоптеров, приводившихся в движение закрученной резинкой, пружиной и даже легкой паровой машиной.	train.scd_1_54.tsv.20	(123, 130)	(115, 123)	COMPARE	1.5953659500000002e-05	F
пружина	-- Постой, брат, где же они тебя нашли -- подхватил он, выставляя свой палец, который разделял, казалось, волнение самого Никитича и двигался сам собою, как огромная пружина, -- откуда ты к ним-то зашел, а Надо, сударыня.	Но спиральная (витая) пружина дешевле и проще в изготовлении и легко может быть сделана малоопытным работником.	train.scd_1_54.tsv.21	(166, 173)	(22, 29)	COMPARE	0.000409042946	F
пружина	Потаенная пружина давала возможность выставлять панель вместе с картиною в случае пожара, переделки дома, или какой-нибудь непредвиденной необходимости.	Не прошло и двух лет, как Гавриил Грубер, тайно двигавший всеми пружинами своего ордена, объявился в столице.	train.scd_1_54.tsv.22	(10, 17)	(64, 73)	COMPARE	0.00026755077000000004	F
пружина	Не нужно приводить более примеров того, что торговля может служить пружиною пользы всех употребительных произведений.	А между тем пружиной его беззастенчивости была дикая застенчивость, а под его притворной волей крылось феноменально мнительное и склонное к беспричинной угрюмости безволье.	train.scd_1_54.tsv.23	(67, 75)	(12, 20)	COMPARE	0.9997167499999999	T
пружина	Барыня или вообще женский пол войдет, -- конечно, не считаю прислуживающих, -- ты должен как на пружинах вскочить со стула.	Единственный настоящий драматург -- Найденов: прирожденный драматург, с самой что ни на есть драматической пружиной внутри!	train.scd_1_54.tsv.24	(96, 104)	(107, 115)	COMPARE	8.618252e-06	F
пружина	Одно из крыльев было готово и, тонкое, острое, необычайно прекрасное, вздымалось от полу до потолка, а внизу, в тени его, Астро копошился, поправляя сломанные пружины у двух деревянных ангелов Миланской Коммуны.	У Самгина дрожали ноги в коленях, он присел на диван, рассматривая пружину очков, мигая.	train.scd_1_54.tsv.25	(159, 166)	(67, 74)	COMPARE	0.000108620129	F
пружина	"Достигнув заветной двери с тугой пружиной, малыш, весь в снегу и испарине, с трудом одолевает дверь и победоносно просится прямо в ""аудиторию"", т. е. в комнату для гостей, приспособленную для занятий с детьми."	Кладоискатели рванули рогожу вместе с медными пуговичками и, ранясь о пружины, погрузили пальцы в шерстяную набивку.	train.scd_1_54.tsv.26	(33, 41)	(70, 77)	COMPARE	0.999746975	T
пружина	Старые, заржавелые административные пружины не годятся более для нового механизма, сообщенного всей государственной машине.	Лежала и слушала -- как скребутся мыши, бренчит пружина под Клавдей, первый дождик шелестит об оконное стекло.	train.scd_1_54.tsv.27	(36, 43)	(48, 55)	COMPARE	1.85760675e-05	F
пружина	Резонатором служил упругий маятник, состоящий из металлического шарика на плоской стальной пружине (подобным резонатором для совсем других целей пользовался уже С. A. Bjerknes).	Адамчик знает, что брак на осадке непоправимый: осадишь неровно пружины -- придется переделывать весь матрас.	train.scd_1_54.tsv.28	(91, 98)	(64, 71)	COMPARE	0.98881712	T
пружина	Я с напряжённым вниманием ожидал, что доктор Фауст ответит, так как в просьбе графа ясно различил пружины и диски западни, и мне хотелось, чтобы доктор резкими словами прервал лицемерную речь.	Для резания ими необходимо преодолеть сопротивление пружины, зато расходятся они сами.	train.scd_1_54.tsv.29	(98, 105)	(52, 59)	COMPARE	0.49302796	F
пружина	Пуская в ход на деле все тайные пружины своего дипломатического таланта, он по праву был безупречен в глазах той или иной политической партии.	"И это сращение нужно растянуть, тогда мы увидим мельчайшие пружины и механизмы, ""автоматы"", которые мешает нам видеть наше зрение-калека."	train.scd_1_54.tsv.30	(32, 39)	(59, 66)	COMPARE	5.30626e-06	F
пружина	Н. Аксакова обтянута пружинами и проволоками, а у медиума, сверх того, какая-то машинка, щелкающая между ног (об этой хитрой догадке комиссии сообщил потом печатно Н. П. Вагнер).	Шмулевич подпрыгнул, как на пружинах, и быстро-быстро затараторил: -- Уй, господин начальник, ваше высокопревосходительство, ради Бога, отпустите меня, я не виноват вот нистолечки.	train.scd_1_54.tsv.31	(21, 30)	(28, 36)	COMPARE	7.852457e-05	F
пружина	Словом, были нажаты какие-то пружины, дернуты соответствующие нити, и вот юный, только что приехавший из провинции Котомко получил возможность показать столичной публике сове задумчивое лицо.	Затем погасил свет, на цыпочках прокрался к дивану, и старый диван завопил всеми пружинами, как только он на него уселся.	train.scd_1_54.tsv.32	(29, 36)	(81, 90)	COMPARE	0.49899939496999995	F
пружина	Ты замечаешь, Пьеруша Причем другой старец, длинный и худой, как палка, владевший только одним огромным глазом, обводил взглядом комнату, ворочая на длинной и тонкой шее свою голову, как на пружине, и произносил: -- Да, Женюша, дует!	Расположение боевой пружины с внутренней, а самого курка -- с внешней стороны доски невыгодно, создает работу на перекос и расшатывание.	train.scd_1_54.tsv.33	(190, 197)	(20, 27)	COMPARE	3.0377555999999998e-05	F
пружина	-- Главными пружинами, как кажется, являются здесь трое: граф Стоцкий, барон Гемпель и Кирхоф, очень может быть, что был и Неелов, но его здесь, как вам известно, нет.	Затем обращали на себя внимание муж и жена Кусковы: он -- спокойный, внимательный, уравновешенный; она -- живая, как на пружинах, нервная, беспокойная.	train.scd_1_54.tsv.34	(12, 21)	(120, 128)	COMPARE	1.2713466e-05	F
пружина	Механик заведет машину -- и все механизмы, винтики, пружины, кольца и цепочки служебные приходят в движение; остановит машину -- и мы остановимся.	Сталин с конкретным анализом к этому вопросу боится и прикоснуться, ибо такой анализ вскрыл бы пружины его эквилибристики с темпами.	train.scd_1_54.tsv.35	(52, 59)	(95, 102)	COMPARE	1.2086889000000001e-05	F
пружина	Дюало, Рошефуко, Книеге объясняли, каким образом самолюбие бывает скрытою пружиной всех поступков человека в обществе.	Аравиль затаился, незаметно выглядывая время от времени, и, когда Катарсис отвернулся, пружиной вылетел в коридор.	train.scd_1_54.tsv.36	(74, 82)	(87, 95)	COMPARE	9.8972645e-06	F
пружина	Он был губернатором в Остзейском крае и только там познакомился с пружинами губернской жизни, а между тем Остзейский край в то время мало походил на русский край.	В стихах чувствовались пружины, рессоры, покачивания шарабана, который назывался кэбом.	train.scd_1_54.tsv.37	(66, 75)	(23, 30)	COMPARE	8.687e-06	F
пружина	Случилось точно чудо: лежавший человек вдруг вскочил, точно какая-то пружина необыкновенной мощности мгновенно раскрутилась под ним.	С падением же нагрузки ролик под действием пружины возвращается в исходное положение.	train.scd_1_54.tsv.38	(69, 76)	(43, 50)	COMPARE	0.9999757	T
пружина	Горб посередине кушетки впирался в мою спину, заставляя ее выгибаться, пружины резали бока, подушка казалась низкой и ежеминутно сползала.	У фитильных замков в сырую погоду переставал тлеть фитиль, хитроумные колесцовые замки отказывали, когда в пружины попадали пыль, грязь или влага.	train.scd_1_54.tsv.39	(71, 78)	(107, 114)	COMPARE	0.9999730499999999	T
пружина	Он проходил по круговой линии, точно его кто передвигал на пружине, скрывался в левом углу и мгновенно опять появлялся у правой стороны, чтоб опять пройти по кругу, но уже ближе и яснее.	Диалектика предстала предо мною впервые не в абстрактных своих определениях, а в виде живой пружины, которую я находил в самом историческом процессе, поскольку старался понять его.	train.scd_1_54.tsv.40	(59, 66)	(92, 99)	COMPARE	1.473443275e-05	F
пружина	Он из рода был тех людей, кои без всякой причины, рассудком или сердцем определенной, влекутся по одной силе своего пылкого темперамента к добру или к худу, как они настроены бывают пружинами посторонними.	Качающийся клапан вдоха установлен под углом к корпусу загубника и удерживается на седле за счет усилия конической пружины клапана.	train.scd_1_54.tsv.41	(182, 191)	(115, 122)	COMPARE	2.03866085e-05	F
пружина	"Увидишь этих львиц, этих женщин с бархатным телом на стальных пружинах, как сказано в ""Письмах об Испании""; изучай их, брат, изучай!"	Отъ толчка газовый поршень отходитъ назадъ, сжимая надтую на стержень пружину (рис. 4).	train.scd_1_54.tsv.42	(62, 70)	(70, 77)	COMPARE	9.3276275e-05	F
пружина	Никто не делает ничего по своей воле, но все как будто на пружинах, коими движут такие же машины, называемые -- светская благопристойность, щекотливая честь, обряды и моды.	И вдруг -- даже объяснить не умею -- как будто лопнула во мне пружина, и я не я, и все по-другому, чужой человек с чужим человеком.	train.scd_1_54.tsv.43	(58, 66)	(62, 69)	COMPARE	1.00748095e-06	F
пружина	"И нет сомнения, эта ""борьба"", для публики звучавшая иначе, была одною из главных пружин неслыханного успеха Надсона."	Это устройство оценивало расстояния до цели, учитывало направление и скорость ее движения, в нужный момент отдавало руке команду освободить пружину ударника.	train.scd_1_54.tsv.44	(81, 87)	(140, 147)	COMPARE	8.240978750000001e-06	F
пружина	В чем интерес ее жизни Где умственные или нравственные пружины, которые приводят ее в движение К какому центру собираются мысли ее и желания На эти вопросы не находишь ответа, когда видишь переливание из пустого в порожнее, составляющее всю жизнь ее.	Кто-то из них повернулся на диване, под ним щелкнула и зазвенела пружина, и сквозь голос моей хозяйки я слышал еще несколько секунд этот стихающий звон.	train.scd_1_54.tsv.45	(55, 62)	(65, 72)	COMPARE	8.57090125e-06	F
пружина	-- Что бы такое представляла тогда Природа, кроме смеси не стройной (хаоса), ежели бы лишена была оной пружины -- По истине она лишилась бы величайшаго способа как к сохранению, так и совершенствованию себя.	Иона Овсеич сел в кресло: пару раз покачался из стороны в сторону и похвалил пружины, так было мягко со всех сторон.	train.scd_1_54.tsv.46	(103, 110)	(77, 84)	COMPARE	2.20019485e-05	F
пружина	Тогда можно будетъ замтить, уровнена ли улитка сил пружины, и совершенно ли въ часахъ одинъ часъ соотвтствуетъ другому.	Итак, потребности общественной техники служат движущей пружиной развития науки, -- научное открытие отвечает назревшей общественной потребности в нем.	train.scd_1_54.tsv.47	(51, 58)	(55, 63)	COMPARE	4.70507385e-06	F
пружина	Радищев А.Н. Опыт о законодавстве Чем махина простее, чем менше в ней пружин, чем оныя прочнее и могут вернее и проворнее производить сходственныя с ея целию, великия и наилучшия действия, тем она совершеннее.	"И едва ""Ультар"" скользнул вперед, пружина начала вращаться вокруг своей оси, все быстрее, быстрее, и наконец ее спираль, раскручиваясь, образовала кольцо."	train.scd_1_54.tsv.48	(70, 76)	(34, 41)	COMPARE	0.99986598	T
пружина	Начальник, не уважаемый государем, скоро презрен низшими чинами, и нужно ли изъяснять, сколь много неустройств отсюда происходит Власть и послушание суть, по мнению моему, единственные пружины, движущие политические сферы, разрыв этих двух союзных сил все разрушает.	Было так тихо и хорошо вокруг, что он совершенно растерялся, когда Мбога, словно подброшенный пружиной, вдруг вскочил на ноги и застыл, повернувшись лицом к реке.	train.scd_1_54.tsv.49	(185, 192)	(94, 102)	COMPARE	1.6091377e-05	F
пружина	Нет, настоящее, действительное убеждение и намерение всегда бывает сильно и деятельно, оно одушевляет и охватывает всего человека, действует на его чувства, движет его волю и служит пружиною, управляющею всеми его действиями.	В результате уплотнитель остается в уравновешенном состоянии, а его прижим к скользящей поверхности осуществляется только пружиной, усилие которой стабильно.	train.scd_1_54.tsv.50	(182, 190)	(122, 130)	COMPARE	1.8227217e-05	F
пружина	-- Бонифас Буцефал, ваше превосходительство! -- как на стальной пружине, вытянулся Бонифас, качнув направо и налево брюшком.	Установка кротоловки производится следующим образом: нижнюю пружину кротоловки прижимают вверх и подводят замочек так, чтобы заплечико легло на сторожек.	train.scd_1_54.tsv.51	(64, 71)	(60, 67)	COMPARE	0.03209350025	F
пружина	"И слова ее в существе своем так, флегматические, но как произнесены были ею со всею силою любви, то отозвались во всех пружинах души моей до того, что и я невольно провозглашал: ""Твой навеки!"	-- Пружину или часовую механизму -- Часовую механизму, -- уверенно сказал недоросль Витька.	train.scd_1_54.tsv.52	(119, 127)	(3, 10)	COMPARE	4.64645275e-06	F
пружина	-- Ну, черт тебя возьми! -- произнес Розанов и посадил Альтерзона в кресло так, что даже пружины задребезжали.	Конечно, не рвались в бой с вскрытием тайных пружин ни Ворошилов, ни Молотов, ни Каганович.	train.scd_1_54.tsv.53	(89, 96)	(45, 51)	COMPARE	4.4482465499999995e-05	F
пружина	Я трудился для вас, для Польши и, не подвергая ни вас, ни Польши ни малейшему подозрению, приблизился к той черте, где начинается опасность для меня одного -- невидимой пружине всех действий.	Нерль идет на пружинах, шагом, десять шагов в одну сторону, десять в другую, да и не меньше как на десять туда и сюда она чует: всего мы захватываем полосу в сорок шагов.	train.scd_1_54.tsv.54	(169, 176)	(14, 22)	COMPARE	1.16747565e-05	F
пружина	Этот род воздушного вагона снабдили сильными пружинами и легко разбивающимися перегородками, которые должны были ослабить силу толчка при выстреле.	Но его титаны, помимо прочего, еще и бунтари: Марло, по-видимому, был в достаточной мере знаком с темными пружинами деятельности английского правительства.	train.scd_1_54.tsv.55	(45, 54)	(106, 115)	COMPARE	2.0131317e-05	F
пружина	Но в его душе, в его нравственной жизни произошло какое-то странное оскудение, точно в сложном механизме, где целы и хорошо действуют все части и пружины и только одно самое главное колесо отказывается вертеться, потому что у него стерлись зубцы.	Он тут же решил фраппировать: развалился на пружинах, забросив ногу на ногу и закурив сигару.	train.scd_1_54.tsv.56	(146, 153)	(44, 52)	COMPARE	0.0004083426	F
пружина	Милочка тоже молчала во все время глашиного сватанья; она знала все пружины, которые подвигали ее сестру к этому браку, но не говорила ей ни слова.	К повороту у круга, впереди всех красиво, словно на пружинах, мелькает голубая фуфайка Захарова.	train.scd_1_54.tsv.57	(68, 75)	(52, 60)	COMPARE	1.5348218e-05	F
пружина	Представим себе два деревянных кружка (фиг. 54 -- 1, с и d), соединенные спиральными пружинами с поперечным бруском б. Через отверстия в этом бруске пропущены два гибкие каучуковые прута (а, а), соединенные поперечной рукояткой (е).	Григорий понял, что стремительно разматывающуюся пружину отступления уже ничто не в силах остановить.	train.scd_1_54.tsv.58	(85, 94)	(49, 56)	COMPARE	0.499301078085	F
пружина	Она была сладостна, легка, пушиста, возбуждала преутаенные душевные пружины в подвижность, как подобает сие произойти от десницы небожителя.	Кажется, немного еще, и оно разорвется, но вдруг черта, за которой нет больше борьбы, и трус исчезает: все кончено, я механизм, работающий с точностью стальной пружины в часах.	train.scd_1_54.tsv.59	(68, 75)	(160, 167)	COMPARE	1.1147758e-05	F
пружина	Если угодно, и то и другое поясняет пружину искательств Терентия Якимовича; но было ли в этом манкене что-нибудь, кроме такой пружины, -- этого все-таки не объяснит вам автор.	Магазинъ -- круглая плоская коробка съ заводной пружиной внутри, снаряжается 49 патронами.	train.scd_1_54.tsv.60	(126, 133)	(48, 56)	COMPARE	4.5410272e-05	F
пружина	Просится в столяры, но уже три недели все пущенные мною в ход пружины об определении его в мастерство не дали ничего.	Итак, я жил по месту прописки, но комната была жаркая, а на кровати лежал матрас со стальными пружинами особой конструкции, такими, что спать было невозможно.	train.scd_1_54.tsv.61	(62, 69)	(94, 103)	COMPARE	1.116767625e-05	F
пружина	"""С той минуты, как Пьер увидел это страшное убийство, совершенное людьми, не хотевшими этого делать, в душе его как будто вдруг выдернута была пружина, на которой все держалось и представлялось живым, и все завалилось в кучу бессмысленного сора."	В старом их кресле торчали две пружины, так что приходилось к ним приспосабливаться, и я это уже умел, имел опыт.	train.scd_1_54.tsv.62	(143, 150)	(31, 38)	COMPARE	1.6236885e-05	F
пружина	Имея это в виду, я попробовал вступить в дело под видом своего частного интереса и вошел в сношение, конечно, приватное и секретное, с лицами, у коих в руках пружины дела.	Курфюрстина не поняла сначала, потом смеялась до слез: -- Сие не ребра, а пружины да кости в наших корсетах.	train.scd_1_54.tsv.63	(158, 165)	(74, 81)	COMPARE	8.054530499999999e-06	F
пружина	Тогда пластинка продавливается, определенное количество воды вытекает, давление в трубке вновь падает, и пружина вновь прижимает донную пластинку.	-- В свое время я на пружинах скакал, почти все припухли, а я вот живу, песни сочиняю.	train.scd_1_54.tsv.64	(105, 112)	(21, 29)	COMPARE	0.00011857703	F
пружина	Мысль есть язык немолчный, неослабная пружина, движимость непрерывная, движущая и носящая на себе, будьто обветшающую ризу, тленную телесную грязь, прильнувшую к своей мысли и ищезающую, как тень при яблоне.	По какой-то случайности Терешка, прежде чем везти матрац на пружинах утильщику Лапенко, распорол его.	train.scd_1_54.tsv.65	(38, 45)	(60, 68)	COMPARE	1.8945943000000002e-05	F
пружина	Ему сидеть было мягко, точно на диване с пружинами, но теленок, высунув язык и вылупив глаза, может, издох, еще не доехав до бойни.	Темная сила скрутила волю Чойо Чагаса, какая-то могучая пружина стала развиваться в нем, стесняя дыхание, стискивая челюсти и сводя мышцы неистовым желанием.	train.scd_1_54.tsv.66	(41, 50)	(56, 63)	COMPARE	1.3238959499999999e-05	F
пружина	"Напротив, я видел слабые колебания пружин, которые представляются соответствующими естественному периоду вибраций лягушечьего спинного мозга, когда я индукционный аппарат ставил на 120 колебаний, а соколеблющиеся пластинки на 16 колебаний""."	Да, что-то менялось в жизни, какие-то новые пружины давали себя знать она, Анфиса, это чувствовала, -- а какие Раньше, еще полгода назад, все было просто.	train.scd_1_54.tsv.67	(35, 41)	(44, 51)	COMPARE	1.610632775e-05	F
пружина	Жемчужникову пришла фантазия тоже прогуливаться в это время, и, проходя мимо Вронченко, которого он лично не знал, он останавливался, снимал шляпу и говорил: министр финансов, пружина деятельности -- и затем проходил далее.	"Там сказано: ""Основной закон социалистического накопления является центральной движущей пружиной всего советского государственного хозяйства."	train.scd_1_54.tsv.68	(176, 183)	(88, 96)	COMPARE	0.55392775	F
пружина	Такие заплавни несколько предохраняют барки от крушений, но при высокой воде первая налетевшая на боец барка ломает их и даже выбрасывает на берег. Когда мы подходили к Молокову, заплавни не действовали: пружины были сломаны, и брусья лежали на берегу.	Нажал кнопку, а пружина тебе под зад как даст, и ты, можно сказать, со всем удобством покидаешь гибнущий самолет.	train.scd_1_54.tsv.69	(204, 211)	(16, 23)	COMPARE	0.92558378	T
пружина	Такого рода система имела еще и ту выгоду для правительства, в полном смысле слова адского, что набрасывала завесу на все скрытные пружины его честолюбия.	Когда до него дошла весть о том, что царица страдает неутолимой зубной болью, он решил действовать точно и размеренно, как пружина часового механизма.	train.scd_1_54.tsv.70	(131, 138)	(123, 130)	COMPARE	7.14006e-06	F
пружина	Вы могли уже заметить из краткого изложения этого некоторую ветхость пружин, которыми движется комедия, но вы не могли заметить ее хороших сторон, остроумного изложения и нескольких прекрасных комических сцен.	Между панелью и диском кладутся прокладки такой толщины, чтобы пружина упиралась в панель и плотно прижимала подвижную пластину к телефонному гнезду.	train.scd_1_54.tsv.71	(69, 75)	(63, 70)	COMPARE	3.73374665e-05	F
пружина	Главной же двигательной пружиной преступления была Маслова, представляющая в самых низких его представителях явление декадентства.	-- Нюшка, босая, в коротком помятом платье, соскочила с печи и, придерживая гибкой, как пружина, гребенкой короткие светлые волосы, остановила председателя.	train.scd_1_54.tsv.72	(24, 32)	(88, 95)	COMPARE	1.00743085e-05	F
пружина	Если бы не было так ужасно, было бы смешно, с какой гордостью и самодовольством мы, как дети, разбираем часы, вынимаем пружину, делаем из неё игрушку и потом удивляемся, что часы перестают идти.	Часовой мастер Глазиус Шенкер, окруженный колесиками, пенсне и пружинами, сидел под часами, в числе коих были одни башенные.	train.scd_1_54.tsv.73	(119, 126)	(63, 72)	COMPARE	0.99998853	T
пружина	-- Да вы, например, разве вы таков -- А каков же, Вера Павловна Вы послушайте, в чем существенная пружина всей моей жизни.	Я, как на пружинах, подскочил, взглянул на озеро и увидел белеющий в темноте перевернутый кружок.	train.scd_1_54.tsv.74	(98, 105)	(10, 18)	COMPARE	9.1749795e-06	F
пружина	"Будучи женщиной ограниченной, она обладала большой дозой хитрости и пронырства и все пружины этого ""второго ума"" пускала в ход для служебного возвышения мужа."	Глазам его открылись пружины, прекрасные английские пружины, и набивка, замечательная набивка, довоенного качества, какой теперь нигде не найдешь.	train.scd_1_54.tsv.75	(85, 92)	(21, 28)	COMPARE	4.13974785e-06	F
пружина	Для определения силы давления пружина динамометра сжималась обеими руками в направлении малой оси, причем для достижения максимального эффекта обе руки насколько возможно сближались между собою.	Я закрутил какую-то другую пружину исторически менее важную, но она действует непосредственно на меня из мятежного города -- моей родины -- и крутит всю эту гнусную историю.	train.scd_1_54.tsv.76	(30, 37)	(27, 34)	COMPARE	1.3042477500000001e-05	F
пружина	Если для умов, глубже вникающих в существо государственных отношений, она не может представляться идеалом, то нельзя не признать в ней одну из самых сильных движущих пружин человеческого совершенствования.	Лучше, впрочем, было и не видеть: обивка сорвана, ножки и спинки сломаны, морская трава и пружины разбросаны по всей даче.	train.scd_1_54.tsv.77	(166, 172)	(90, 97)	COMPARE	1.07796215e-05	F
пружина	Что касается цилиндра, то тут дело было сложнее, так как уже с год тому назад пружина поломалась, а он все не мог собраться отдать ее в починку.	Неотступное ощущение невозможно туго закрученной где-то внутри пружины не покидало его и ночью в поезде.	train.scd_1_54.tsv.78	(78, 85)	(63, 70)	COMPARE	0.9999591999999999	T
пружина	Хотя столетия потребны были на то, чтоб нации от столь слабого начала возвыситься до самого цветущего состояния, однако угнетающая нужда и необходимость суть пружины, могущие делать чудеса в приращении прилежания, умножении граждан, могущества и богатства.	Тут, должно быть, и в самом деле Палашка разревелась не в шутку; у барыни в спальне задзинькали в кровати пружины, и Палашка раскрыла единственный глаз...	train.scd_1_54.tsv.79	(158, 165)	(106, 113)	COMPARE	1.1037891e-05	F
пружина	Едва заключит с народом мир, то уже и готовит ему в кабинете своем оковы и, до объявления войны, потрясает его основание мерами, в коих он превосходен, расстраивает пружины государственного управления, посеевает в оном раздор, а в областях дух мятежа и неудовольствия.	-- Не относится к делу -- быстро, как на пружинах, в негодовании повернулся к нему доктор Берг.	train.scd_1_54.tsv.80	(165, 172)	(41, 49)	COMPARE	1.235277675e-05	F
пружина	Лев не шевелится, но задние ноги его, точно две стальные сжатые пружины, готовы каждую секунду выпрямиться со страшною быстротою.	Эти бесконечные ряды автоматов с изношенными пружинами, одни за другими шагают неслышно, словно видение.	train.scd_1_54.tsv.81	(64, 71)	(45, 54)	COMPARE	0.9999738	T
пружина	На это он возражал, что такою же причиною самого себя является и моя пружина; и я только тогда успел заставить его замолчать, когда обратил внимание на то, что не заведенные ключом часы продолжают упорно стоять, невзирая ни на какое раскачивание маятника.	Когда царская чета подходит ближе, хозяйская Дочка вскакивает, как на пружинах, делает неловкий реверанс и сует Царице заранее приготовленный букет.	train.scd_1_54.tsv.82	(69, 76)	(70, 78)	COMPARE	1.52706455e-05	F
пружина	Тем не менее тайны тут нет никакой, и чтоб убедить в том неопытного читателя, мы постараемся раскрыть перед ним те сокровеннейшие пружины, которые скрываются за нашей домашней публицистической деятельностью.	Это давление устанавливается силой сжатия пружины на диафрагму высокого давления.	train.scd_1_54.tsv.83	(130, 137)	(42, 49)	COMPARE	1.4153684e-05	F
пружина	Это вы и мы делаем так же стихийно и несвободно, как муравьи копают кочку, и в этом роде дел нет ни хорошего, ни дурного; -- а что вы делаете мыслью, самой пружиной своей Фетовой, которая только одна и была, и есть, и будет на свете.	Входная дверь скрипела, распахиваясь, врывался морозный воздух, в облаках пара появлялись люди в тулупах, стеганках, дверь на пружине захлопывалась со звуком пушечного выстрела.	train.scd_1_54.tsv.84	(156, 164)	(126, 133)	COMPARE	1.499266e-05	F
пружина	Но не разсматривая то, что действительное составляет государства могущество, приметим, что пружины союзныя республики столь суть многочисленны, столь сплетенны и столь медлительны в своих действиях, что она токмо на себя с успехом внимание обращать может.	Вставив в ботинки деревянные колодки на пружинах, Володя задвинул их под диван, на котором спал.	train.scd_1_54.tsv.85	(91, 98)	(40, 48)	COMPARE	2.3222290999999998e-05	F
пружина	Восхитительное в нем -- полная и спокойная гордость (немножко не то слово), молчаливая, -- которая ни разу не сжалась и, разогнувшись пружиной, -- отвечала бы ударом (в этом дело).	И вместо медных кругов и пружин в этом шкафчике сидела розовая, сверкающая и сияющая Суок.	train.scd_1_54.tsv.86	(134, 142)	(25, 31)	COMPARE	0.002291978935	F
