id	tag	score
training.scd.1070	F	1.6
training.scd.1071	F	1.6
training.scd.1072	F	1.2
training.scd.1073	F	1.2
training.scd.1074	T	3.0
training.scd.1075	F	2.8
training.scd.1076	F	1.0
training.scd.1077	F	1.4
training.scd.1078	F	1.0
training.scd.1079	F	1.0
training.scd.1080	F	1.0
training.scd.1081	F	1.6
training.scd.1082	F	1.4
training.scd.1083	F	1.0
training.scd.1084	F	1.0
training.scd.1085	F	2.0
training.scd.1086	F	1.2
training.scd.1087	F	1.2
training.scd.1088	F	2.0
training.scd.1089	F	1.0
training.scd.1090	F	1.6
training.scd.1091	F	2.2
training.scd.1092	F	1.4
training.scd.1093	F	1.8
training.scd.1094	F	1.0
training.scd.1095	F	1.2
training.scd.1096	F	1.0
training.scd.1097	F	1.4
training.scd.1098	F	1.0
training.scd.1099	F	2.2
training.scd.1100	F	1.0
training.scd.1101	F	2.2
training.scd.1102	F	1.8
training.scd.1103	F	1.0
training.scd.1104	F	1.0
training.scd.1105	T	3.2
training.scd.1106	F	1.0
training.scd.1107	F	2.4
training.scd.1108	F	1.8
training.scd.1109	F	1.0
training.scd.1110	F	2.0
training.scd.1111	F	2.0
training.scd.1112	F	2.0
training.scd.1113	F	1.2
training.scd.1114	T	3.2
training.scd.1115	T	3.2
training.scd.1116	T	3.2
training.scd.1117	F	1.0
training.scd.1118	F	1.0
training.scd.1119	T	3.8
training.scd.1120	T	3.2
training.scd.1121	T	3.6
training.scd.1122	T	3.6
training.scd.1123	T	3.4
training.scd.1124	T	3.6
training.scd.1125	F	2.4
training.scd.1126	F	2.4
training.scd.1127	T	3.6
training.scd.1128	T	3.6
training.scd.1129	F	1.4
training.scd.1130	F	1.4
training.scd.1131	F	1.2
training.scd.1132	T	3.8
training.scd.1133	F	2.0
training.scd.1134	T	3.0
training.scd.1135	F	2.4
training.scd.1136	F	2.6
training.scd.1137	T	4.0
training.scd.1138	F	1.8
training.scd.1139	F	1.8
training.scd.1140	T	4.0
training.scd.1141	T	4.0
training.scd.1142	F	1.6
training.scd.1143	F	2.2
training.scd.1144	F	2.8
training.scd.1145	T	3.2
training.scd.1146	T	4.0
training.scd.1147	F	1.6
training.scd.1148	T	3.2
training.scd.1149	F	2.2
training.scd.1150	T	3.2
training.scd.1151	F	2.8
training.scd.1152	F	2.6
training.scd.1153	F	2.8
training.scd.1154	F	1.4
training.scd.1155	T	3.8
training.scd.1156	F	2.6
training.scd.1157	F	1.6
training.scd.1158	F	2.4
training.scd.1159	F	1.4
training.scd.1160	T	3.4
training.scd.1161	F	2.0
training.scd.1162	T	3.2
training.scd.1163	F	2.6
training.scd.1164	F	2.8
training.scd.1165	F	1.2
training.scd.1166	F	2.0
training.scd.1167	T	3.8
training.scd.1168	F	1.8
training.scd.1169	F	1.8
training.scd.1170	F	1.4
training.scd.1171	F	1.6
training.scd.1172	F	1.0
training.scd.1173	F	2.2
training.scd.1174	T	3.6
training.scd.1175	F	2.6
training.scd.1176	F	2.6
training.scd.1177	F	2.6
training.scd.1178	F	2.2
training.scd.1179	F	2.2
training.scd.1180	F	1.6
training.scd.1181	T	4.0
training.scd.1182	F	2.4
training.scd.1183	T	4.0
training.scd.1184	F	2.0
training.scd.1185	T	4.0
training.scd.1186	T	3.6
training.scd.1187	T	3.6
training.scd.1188	T	3.6
training.scd.1189	T	3.4
training.scd.1190	F	2.8
training.scd.1191	T	4.0
training.scd.1192	T	3.6
training.scd.1193	T	4.0
training.scd.1194	T	3.4
training.scd.1195	F	2.6
training.scd.1196	T	3.4
training.scd.1197	T	3.8
training.scd.1198	T	3.8
training.scd.1199	F	2.4
training.scd.1200	T	4.0
training.scd.1201	T	3.4
training.scd.1202	T	3.8
training.scd.1203	T	3.6
training.scd.1204	F	2.0
training.scd.1205	T	4.0
training.scd.1206	T	3.8
training.scd.1207	T	4.0
training.scd.1208	T	3.6
training.scd.1209	T	4.0
training.scd.1210	T	4.0
training.scd.1211	T	3.8
training.scd.1212	T	3.0
training.scd.1213	T	3.6
training.scd.1214	T	3.6
training.scd.1215	T	3.8
training.scd.1216	T	3.2
training.scd.1217	T	3.8
training.scd.1218	T	3.4
training.scd.1219	T	4.0
training.scd.1220	T	3.8
training.scd.1221	T	4.0
training.scd.1222	T	4.0
training.scd.1223	T	4.0
training.scd.1224	T	3.6
training.scd.1225	T	3.8
training.scd.1226	T	3.6
training.scd.1227	T	4.0
training.scd.1228	T	3.6
training.scd.1229	T	4.0
training.scd.1230	T	4.0
training.scd.1231	T	4.0
training.scd.1232	T	4.0
training.scd.1233	T	4.0
training.scd.1234	T	3.4
training.scd.1235	T	3.2
training.scd.1236	T	3.2
training.scd.1237	T	3.4
training.scd.1238	T	3.6
training.scd.1239	T	3.4
training.scd.1240	T	3.6
training.scd.1241	T	3.6
training.scd.1242	F	2.2
training.scd.1243	T	4.0
training.scd.1244	T	3.4
training.scd.1245	T	3.2
training.scd.1246	T	3.2
training.scd.1247	T	3.6
training.scd.1248	T	3.8
training.scd.1249	T	3.8
training.scd.1250	T	3.2
training.scd.1251	T	3.0
training.scd.1252	T	3.4
training.scd.1253	T	4.0
training.scd.1254	T	4.0
training.scd.1255	T	3.4
training.scd.1256	T	3.0
training.scd.1257	T	3.8
training.scd.1258	T	3.0
training.scd.1259	T	3.2
training.scd.1260	T	3.0
training.scd.1261	F	1.8
training.scd.1262	F	2.2
training.scd.1263	T	3.4
training.scd.1264	T	4.0
training.scd.1265	T	3.6
training.scd.1266	T	4.0
training.scd.1267	T	3.4
training.scd.1268	T	4.0
training.scd.1269	T	3.8
training.scd.1270	T	3.8
training.scd.1271	T	3.4
training.scd.1272	F	2.6
training.scd.1273	T	4.0
training.scd.1274	T	4.0
training.scd.1275	T	4.0
training.scd.1276	F	2.6
training.scd.1277	F	2.6
training.scd.1278	T	3.8
training.scd.1279	T	3.6
training.scd.1280	T	3.8
training.scd.1281	T	3.8
training.scd.1282	T	3.8
training.scd.1283	T	3.4
training.scd.1284	T	3.4
training.scd.1285	T	4.0
training.scd.1286	T	3.6
training.scd.1287	T	3.8
training.scd.1288	T	3.6
training.scd.1289	T	3.0
training.scd.1290	T	3.0
training.scd.1291	T	3.6
training.scd.1292	T	3.8
training.scd.1293	T	4.0
training.scd.1294	T	4.0
training.scd.1295	T	3.4
training.scd.1296	T	4.0
training.scd.1297	T	3.8
training.scd.1298	T	3.8
training.scd.1299	T	3.8
training.scd.1300	T	3.4
training.scd.1301	F	2.6
training.scd.1302	F	2.6
training.scd.1303	T	4.0
training.scd.1304	T	4.0
training.scd.1305	T	3.6
training.scd.1306	T	3.8
training.scd.1307	F	2.6
training.scd.1308	T	4.0
training.scd.1309	T	3.2
training.scd.1310	F	2.6
training.scd.1311	F	2.2
training.scd.1312	F	1.2
training.scd.1313	T	3.0
training.scd.1314	T	4.0
training.scd.1315	T	3.0
training.scd.1316	T	3.2
training.scd.1317	T	4.0
training.scd.1318	T	3.0
training.scd.1319	T	4.0
training.scd.1320	F	2.6
training.scd.1321	T	3.6
training.scd.1322	T	4.0
training.scd.1323	T	4.0
training.scd.1324	F	2.0
training.scd.1325	T	3.2
training.scd.1326	F	2.0
training.scd.1327	T	4.0
training.scd.1328	T	3.2
training.scd.1329	T	4.0
training.scd.1330	F	2.2
training.scd.1331	T	3.8
training.scd.1332	F	2.0
training.scd.1333	T	3.8
training.scd.1334	F	2.8
training.scd.1335	F	2.0
training.scd.1336	T	4.0
training.scd.1337	T	4.0
training.scd.1338	T	3.4
training.scd.1339	T	3.0
training.scd.1340	T	3.0
training.scd.1341	T	3.6
training.scd.1342	T	3.8
training.scd.1343	T	3.0
training.scd.1344	T	3.0
training.scd.1345	T	3.4
training.scd.1346	T	3.0
training.scd.1347	T	4.0
training.scd.1348	T	3.4
training.scd.1349	T	3.6
training.scd.1350	T	3.2
training.scd.1351	T	4.0
training.scd.1352	T	4.0
training.scd.1353	F	2.2
training.scd.1354	T	4.0
training.scd.1355	F	1.8
training.scd.1356	T	3.4
training.scd.1357	T	4.0
training.scd.1358	F	1.8
training.scd.1359	F	2.4
training.scd.1360	T	3.0
training.scd.1361	F	2.6
training.scd.1362	F	2.0
training.scd.1363	T	3.4
training.scd.1364	T	4.0
training.scd.1365	T	3.8
training.scd.1366	T	3.8
training.scd.1367	T	4.0
training.scd.1368	T	4.0
training.scd.1369	T	4.0
training.scd.1370	T	4.0
training.scd.1371	T	3.6
training.scd.1372	T	3.6
training.scd.1373	T	3.6
training.scd.1374	T	3.4
training.scd.1375	T	4.0
training.scd.1376	F	2.0
training.scd.1377	T	3.2
training.scd.1378	F	2.6
training.scd.1379	T	3.2
training.scd.1380	T	3.6
training.scd.1381	T	3.8
training.scd.1382	T	3.8
training.scd.1383	T	4.0
training.scd.1384	T	3.2
training.scd.1385	F	1.2
training.scd.1386	F	1.2
training.scd.1387	T	4.0
training.scd.1388	F	2.8
training.scd.1389	T	3.8
training.scd.1390	T	4.0
training.scd.1391	T	3.4
training.scd.1392	F	1.6
training.scd.1393	T	3.6
training.scd.1394	T	3.0
training.scd.1395	F	2.4
training.scd.1396	T	3.4
training.scd.1397	T	3.6
training.scd.1398	T	3.0
training.scd.1399	F	2.8
training.scd.1400	T	3.0
training.scd.1401	F	1.2
training.scd.1402	T	3.4
training.scd.1403	T	3.0
training.scd.1404	T	3.0
training.scd.1405	T	4.0
training.scd.1406	T	4.0
training.scd.1407	T	3.6
training.scd.1408	T	3.4
training.scd.1409	F	1.4
training.scd.1410	T	4.0
training.scd.1411	T	3.4
training.scd.1412	T	3.8
training.scd.1413	T	3.2
training.scd.1414	T	3.6
training.scd.1415	F	2.2
training.scd.1416	F	2.2
training.scd.1417	T	3.4
training.scd.1418	F	1.0
training.scd.1419	F	1.0
training.scd.1420	F	1.0
training.scd.1421	F	1.0
training.scd.1422	T	4.0
training.scd.1423	T	3.0
training.scd.1424	T	4.0
training.scd.1425	F	1.6
training.scd.1426	T	4.0
training.scd.1427	T	3.0
training.scd.1428	F	2.8
training.scd.1429	F	1.8
training.scd.1430	T	3.4
training.scd.1431	F	1.6
training.scd.1432	F	2.8
training.scd.1433	T	3.8
training.scd.1434	F	2.8
training.scd.1435	T	3.4
training.scd.1436	T	4.0
training.scd.1437	T	4.0
training.scd.1438	T	4.0
training.scd.1439	T	4.0
training.scd.1440	T	3.6
training.scd.1441	T	4.0
training.scd.1442	T	4.0
training.scd.1443	T	4.0
training.scd.1444	T	3.6
training.scd.1445	T	3.4
training.scd.1446	T	4.0
training.scd.1447	T	3.4
training.scd.1448	T	3.8
training.scd.1449	T	3.8
training.scd.1450	T	4.0
training.scd.1451	T	3.4
training.scd.1452	T	3.8
training.scd.1453	T	4.0
training.scd.1454	T	4.0
training.scd.1455	T	3.4
training.scd.1456	T	4.0
training.scd.1457	T	4.0
training.scd.1458	F	2.8
training.scd.1459	T	3.6
training.scd.1460	T	4.0
training.scd.1461	T	4.0
training.scd.1462	T	4.0
training.scd.1463	T	4.0
training.scd.1464	T	4.0
training.scd.1465	T	4.0
training.scd.1466	T	4.0
training.scd.1467	T	4.0
training.scd.1468	T	4.0
training.scd.1469	T	3.2
training.scd.1470	T	3.6
training.scd.1471	T	4.0
training.scd.1472	T	4.0
training.scd.1473	T	3.4
training.scd.1474	F	2.6
training.scd.1475	T	3.4
training.scd.1476	T	4.0
training.scd.1477	T	3.6
training.scd.1478	T	3.8
training.scd.1479	T	4.0
training.scd.1480	T	3.8
training.scd.1481	T	3.6
training.scd.1482	T	3.2
training.scd.1483	T	3.6
training.scd.1484	T	4.0
training.scd.1485	T	3.8
training.scd.1486	T	3.8
training.scd.1487	T	3.0
training.scd.1488	T	3.4
training.scd.1489	T	4.0
training.scd.1490	T	4.0
training.scd.1491	T	3.4
training.scd.1492	T	4.0
training.scd.1493	T	4.0
training.scd.1494	T	4.0
training.scd.1495	T	3.2
training.scd.1496	T	3.8
training.scd.1497	T	3.8
training.scd.1498	T	3.8
training.scd.1499	T	4.0
training.scd.1500	T	4.0
training.scd.1501	T	3.4
training.scd.1502	F	2.2
training.scd.1503	T	3.2
training.scd.1504	F	1.6
training.scd.1505	T	3.2
training.scd.1506	F	2.8
training.scd.1507	T	3.8
training.scd.1508	T	3.8
training.scd.1509	F	1.8
training.scd.1510	F	1.4
training.scd.1511	F	1.4
training.scd.1512	F	2.2
training.scd.1513	F	2.2
training.scd.1514	T	4.0
training.scd.1515	F	1.8
training.scd.1516	F	2.8
training.scd.1517	T	3.8
training.scd.1518	F	1.2
training.scd.1519	F	2.4
training.scd.1520	F	2.4
training.scd.1521	F	1.8
training.scd.1522	F	2.6
training.scd.1523	F	2.8
training.scd.1524	F	1.4
training.scd.1525	F	2.0
training.scd.1526	F	1.4
training.scd.1527	F	2.2
training.scd.1528	F	2.2
training.scd.1529	T	3.0
training.scd.1530	T	3.2
training.scd.1531	F	1.4
training.scd.1532	T	3.0
training.scd.1533	F	2.2
training.scd.1534	T	3.2
training.scd.1535	F	2.2
training.scd.1536	F	1.2
training.scd.1537	T	4.0
training.scd.1538	F	1.4
training.scd.1539	T	3.4
training.scd.1540	T	3.4
training.scd.1541	T	3.4
training.scd.1542	T	3.0
training.scd.1543	F	1.4
training.scd.1544	F	2.4
training.scd.1545	F	2.0
training.scd.1546	F	1.2
training.scd.1547	F	1.8
training.scd.1548	F	2.2
training.scd.1549	F	1.6
training.scd.1550	F	2.2
training.scd.1551	T	3.2
training.scd.1552	F	2.8
training.scd.1553	F	2.4
training.scd.1554	T	3.4
training.scd.1555	F	1.2
training.scd.1556	F	2.6
training.scd.1557	F	1.2
training.scd.1558	F	2.6
training.scd.1559	F	1.4
training.scd.1560	T	3.8
training.scd.1561	F	1.8
training.scd.1562	F	1.0
training.scd.1563	T	3.8
training.scd.1564	F	1.6
training.scd.1565	T	4.0
training.scd.1566	F	1.0
training.scd.1567	F	2.6
training.scd.1568	T	4.0
training.scd.1569	F	1.0
training.scd.1570	F	1.0
training.scd.1571	T	4.0
training.scd.1572	T	3.0
training.scd.1573	T	3.0
training.scd.1574	T	4.0
training.scd.1575	T	4.0
training.scd.1576	F	1.0
training.scd.1577	T	3.8
training.scd.1578	T	4.0
training.scd.1579	T	4.0
training.scd.1580	T	4.0
training.scd.1581	T	4.0
training.scd.1582	T	4.0
training.scd.1583	F	1.0
training.scd.1584	T	3.8
training.scd.1585	F	1.4
training.scd.1586	F	1.0
training.scd.1587	F	1.2
training.scd.1588	T	4.0
training.scd.1589	F	1.0
training.scd.1590	F	1.0
training.scd.1591	F	2.6
training.scd.1592	F	1.6
training.scd.1593	T	4.0
training.scd.1594	F	1.0
training.scd.1595	F	2.6
training.scd.1596	F	1.0
training.scd.1597	F	1.6
training.scd.1598	F	1.8
training.scd.1599	T	3.4
training.scd.1600	T	3.4
training.scd.1601	T	3.4
training.scd.1602	T	4.0
training.scd.1603	T	3.4
training.scd.1604	T	4.0
training.scd.1605	F	1.0
training.scd.1606	F	1.0
training.scd.1607	F	1.0
training.scd.1608	F	1.8
training.scd.1609	F	1.0
training.scd.1610	T	4.0
training.scd.1611	F	2.4
training.scd.1612	F	2.8
training.scd.1613	T	4.0
training.scd.1614	T	4.0
training.scd.1615	T	3.4
training.scd.1616	T	4.0
training.scd.1617	T	3.8
training.scd.1618	F	1.0
training.scd.1619	F	1.6
training.scd.1620	F	1.6
training.scd.1621	T	4.0
training.scd.1622	T	4.0
training.scd.1623	T	4.0
training.scd.1624	T	4.0
training.scd.1625	T	4.0
training.scd.1626	T	3.8
training.scd.1627	F	2.2
training.scd.1628	F	1.0
training.scd.1629	T	3.4
training.scd.1630	T	4.0
training.scd.1631	T	4.0
training.scd.1632	F	1.0
training.scd.1633	F	1.0
training.scd.1634	T	4.0
training.scd.1635	F	1.0
training.scd.1636	F	1.8
training.scd.1637	T	4.0
training.scd.1638	T	4.0
training.scd.1639	T	4.0
training.scd.1640	T	4.0
training.scd.1641	T	3.2
training.scd.1642	T	3.4
training.scd.1643	T	4.0
training.scd.1644	T	3.4
training.scd.1645	T	3.0
training.scd.1646	F	2.0
training.scd.1647	F	2.6
training.scd.1648	F	1.0
training.scd.1649	T	3.4
training.scd.1650	F	1.6
training.scd.1651	F	1.0
training.scd.1652	F	1.0
training.scd.1653	T	4.0
training.scd.1654	F	1.0
training.scd.1655	T	4.0
training.scd.1656	T	4.0
training.scd.1657	T	4.0
training.scd.1658	F	1.2
training.scd.1659	T	3.2
training.scd.1660	T	4.0
training.scd.1661	F	1.2
training.scd.1662	F	1.0
training.scd.1663	F	1.6
training.scd.1664	T	4.0
training.scd.1665	F	1.0
training.scd.1666	T	3.4
training.scd.1667	F	1.4
training.scd.1668	T	3.4
training.scd.1669	T	4.0
training.scd.1670	T	4.0
training.scd.1671	F	1.0
training.scd.1672	F	1.0
training.scd.1673	F	1.0
training.scd.1674	T	4.0
training.scd.1675	F	1.0
training.scd.1676	F	1.0
training.scd.1677	F	1.0
training.scd.1678	F	1.0
training.scd.1679	F	1.0
training.scd.1680	T	4.0
training.scd.1681	F	1.0
training.scd.1682	T	3.8
training.scd.1683	T	4.0
training.scd.1684	F	2.2
training.scd.1685	F	1.0
training.scd.1686	F	1.2
training.scd.1687	F	1.8
training.scd.1688	F	1.0
training.scd.1689	T	4.0
training.scd.1690	F	1.0
training.scd.1691	F	2.0
training.scd.1692	F	1.0
training.scd.1693	F	1.0
training.scd.1694	T	4.0
training.scd.1695	F	1.0
training.scd.1696	F	1.0
training.scd.1697	F	1.0
training.scd.1698	F	1.0
training.scd.1699	F	1.0
training.scd.1700	T	4.0
training.scd.1701	T	4.0
training.scd.1702	T	3.2
training.scd.1703	T	4.0
training.scd.1704	F	1.0
training.scd.1705	T	4.0
training.scd.1706	T	4.0
training.scd.1707	T	4.0
training.scd.1708	T	4.0
training.scd.1709	F	1.0
training.scd.1710	F	1.0
training.scd.1711	F	2.0
training.scd.1712	T	4.0
training.scd.1713	T	4.0
training.scd.1714	F	2.2
training.scd.1715	F	1.0
training.scd.1716	T	3.4
training.scd.1717	T	3.4
training.scd.1718	T	3.4
training.scd.1719	T	3.8
training.scd.1720	F	1.0
training.scd.1721	T	4.0
training.scd.1722	F	1.0
training.scd.1723	F	1.0
training.scd.1724	F	1.0
training.scd.1725	F	1.0
training.scd.1726	F	1.4
training.scd.1727	F	1.4
training.scd.1728	F	2.0
training.scd.1729	F	1.2
training.scd.1730	F	1.2
training.scd.1731	F	1.2
training.scd.1732	T	3.8
training.scd.1733	F	1.0
training.scd.1734	T	3.6
training.scd.1735	T	4.0
training.scd.1736	T	3.6
training.scd.1737	T	3.2
training.scd.1738	F	1.0
training.scd.1739	T	3.2
training.scd.1740	F	1.4
training.scd.1741	T	3.0
training.scd.1742	F	1.2
training.scd.1743	T	3.0
training.scd.1744	T	4.0
training.scd.1745	T	3.4
training.scd.1746	F	1.2
training.scd.1747	F	1.0
training.scd.1748	T	3.8
training.scd.1749	T	3.8
training.scd.1750	F	1.0
training.scd.1751	T	3.0
training.scd.1752	F	1.6
training.scd.1753	T	3.2
training.scd.1754	T	3.8
training.scd.1755	F	1.2
training.scd.1756	F	2.6
training.scd.1757	F	1.2
training.scd.1758	F	1.2
training.scd.1759	F	1.2
training.scd.1760	F	1.6
training.scd.1761	F	2.2
training.scd.1762	F	2.2
training.scd.1763	F	1.6
training.scd.1764	F	1.6
training.scd.1765	F	1.8
training.scd.1766	F	1.8
training.scd.1767	F	1.0
training.scd.1768	F	1.0
training.scd.1769	F	2.6
training.scd.1770	F	1.0
training.scd.1771	T	3.2
training.scd.1772	F	1.0
training.scd.1773	T	3.8
training.scd.1774	T	3.4
training.scd.1775	T	3.8
training.scd.1776	F	1.4
training.scd.1777	T	3.0
training.scd.1778	F	1.8
training.scd.1779	F	1.8
training.scd.1780	T	4.0
training.scd.1781	F	1.0
training.scd.1782	F	1.0
training.scd.1783	F	1.0
training.scd.1784	F	1.0
training.scd.1785	F	1.6
training.scd.1786	F	2.4
training.scd.1787	F	2.4
training.scd.1788	F	1.8
training.scd.1789	F	1.0
training.scd.1790	F	1.8
training.scd.1791	F	1.0
training.scd.1792	T	4.0
training.scd.1793	T	3.2
training.scd.1794	F	1.6
training.scd.1795	F	1.6
training.scd.1796	T	3.4
training.scd.1797	T	4.0
training.scd.1798	T	4.0
training.scd.1799	T	4.0
training.scd.1800	T	3.4
training.scd.1801	F	1.0
training.scd.1802	T	3.6
training.scd.1803	T	3.4
training.scd.1804	T	3.4
training.scd.1805	T	4.0
training.scd.1806	T	4.0
training.scd.1807	F	2.6
training.scd.1808	F	2.6
training.scd.1809	F	1.4
training.scd.1810	F	1.4
training.scd.1811	F	1.4
training.scd.1812	T	3.4
training.scd.1813	T	3.2
training.scd.1814	F	1.0
training.scd.1815	T	3.6
training.scd.1816	T	3.8
training.scd.1817	T	3.8
training.scd.1818	T	3.4
training.scd.1819	T	3.8
training.scd.1820	T	3.4
training.scd.1821	T	3.4
training.scd.1822	T	3.8
training.scd.1823	T	3.4
training.scd.1824	T	3.4
training.scd.1825	T	3.4
training.scd.1826	F	2.0
training.scd.1827	T	3.8
training.scd.1828	T	4.0
training.scd.1829	F	1.0
training.scd.1830	T	3.4
training.scd.1831	T	4.0
training.scd.1832	T	4.0
training.scd.1833	T	3.2
training.scd.1834	F	2.8
training.scd.1835	F	2.8
training.scd.1836	T	4.0
training.scd.1837	T	3.0
training.scd.1838	T	3.8
training.scd.1839	T	3.8
training.scd.1840	T	3.8
training.scd.1841	T	4.0
training.scd.1842	T	4.0
training.scd.1843	T	4.0
training.scd.1844	T	4.0
training.scd.1845	F	1.0
training.scd.1846	T	3.2
training.scd.1847	F	2.4
training.scd.1848	F	2.8
training.scd.1849	T	3.6
training.scd.1850	T	3.0
training.scd.1851	T	3.0
training.scd.1852	T	4.0
training.scd.1853	T	3.4
training.scd.1854	T	3.4
training.scd.1855	T	3.8
training.scd.1856	T	3.2
training.scd.1857	T	4.0
training.scd.1858	T	3.4
training.scd.1859	T	3.4
training.scd.1860	T	3.8
training.scd.1861	T	4.0
training.scd.1862	T	4.0
training.scd.1863	F	1.0
training.scd.1864	T	3.8
training.scd.1865	T	3.8
training.scd.1866	T	3.8
training.scd.1867	T	3.8
training.scd.1868	T	4.0
training.scd.1869	F	2.0
training.scd.1870	F	2.6
training.scd.1871	F	1.0
training.scd.1872	F	1.0
training.scd.1873	T	3.6
training.scd.1874	F	1.8
training.scd.1875	F	1.8
training.scd.1876	F	1.2
training.scd.1877	F	1.8
training.scd.1878	T	3.2
training.scd.1879	T	3.2
training.scd.1880	T	3.2
training.scd.1881	F	1.0
training.scd.1882	F	1.4
training.scd.1883	F	1.2
training.scd.1884	F	2.0
training.scd.1885	T	3.6
training.scd.1886	F	1.0
training.scd.1887	F	1.0
training.scd.1888	F	1.0
training.scd.1889	F	2.0
training.scd.1890	F	1.0
training.scd.1891	F	1.0
training.scd.1892	F	1.6
training.scd.1893	F	1.4
training.scd.1894	T	3.2
training.scd.1895	F	1.0
training.scd.1896	F	2.2
training.scd.1897	F	2.2
training.scd.1898	F	2.2
training.scd.1899	T	4.0
training.scd.1900	F	2.0
training.scd.1901	F	1.2
training.scd.1902	F	1.8
training.scd.1903	F	2.0
training.scd.1904	F	2.6
training.scd.1905	F	2.6
training.scd.1906	F	1.2
training.scd.1907	F	2.8
training.scd.1908	F	1.0
training.scd.1909	F	2.0
training.scd.1910	F	1.0
training.scd.1911	F	1.8
training.scd.1912	F	1.2
training.scd.1913	F	2.4
training.scd.1914	F	2.2
training.scd.1915	T	3.4
training.scd.1916	F	1.6
training.scd.1917	T	3.2
training.scd.1918	F	1.0
training.scd.1919	F	1.4
training.scd.1920	F	1.4
training.scd.1921	F	2.0
training.scd.1922	F	2.0
training.scd.1923	T	3.0
training.scd.1924	F	1.2
training.scd.1925	F	1.0
training.scd.1926	F	1.0
training.scd.1927	F	2.2
training.scd.1928	T	3.4
training.scd.1929	F	1.2
training.scd.1930	F	1.0
training.scd.1931	T	3.8
training.scd.1932	F	1.0
training.scd.1933	F	2.4
training.scd.1934	T	3.8
training.scd.1935	F	1.6
training.scd.1936	F	1.4
training.scd.1937	F	1.8
training.scd.1938	T	3.8
training.scd.1939	T	3.6
training.scd.1940	T	4.0
training.scd.1941	T	3.6
training.scd.1942	T	3.2
training.scd.1943	T	3.2
training.scd.1944	T	3.6
training.scd.1945	T	3.8
training.scd.1946	T	3.4
training.scd.1947	T	3.4
training.scd.1948	T	3.0
training.scd.1949	T	3.4
training.scd.1950	T	3.6
training.scd.1951	T	3.6
training.scd.1952	T	3.8
training.scd.1953	T	3.8
training.scd.1954	T	3.2
training.scd.1955	T	3.2
training.scd.1956	T	4.0
training.scd.1957	T	4.0
training.scd.1958	T	4.0
training.scd.1959	T	3.8
training.scd.1960	T	3.8
training.scd.1961	T	3.4
training.scd.1962	T	3.8
training.scd.1963	T	3.8
training.scd.1964	T	3.8
training.scd.1965	T	3.4
training.scd.1966	T	3.4
training.scd.1967	T	3.4
training.scd.1968	T	3.4
training.scd.1969	F	2.8
training.scd.1970	T	4.0
training.scd.1971	T	4.0
training.scd.1972	T	3.4
training.scd.1973	T	4.0
training.scd.1974	T	3.6
training.scd.1975	F	2.8
training.scd.1976	T	3.0
training.scd.1977	T	3.0
training.scd.1978	T	4.0
training.scd.1979	T	4.0
training.scd.1980	T	3.6
training.scd.1981	T	3.6
training.scd.1982	T	3.8
training.scd.1983	T	4.0
training.scd.1984	T	4.0
training.scd.1985	T	3.2
training.scd.1986	T	3.6
training.scd.1987	T	3.6
training.scd.1988	T	3.8
training.scd.1989	T	4.0
training.scd.1990	T	3.2
training.scd.1991	T	3.8
training.scd.1992	T	3.2
training.scd.1993	F	2.6
training.scd.1994	T	3.8
training.scd.1995	T	3.8
training.scd.1996	T	4.0
training.scd.1997	T	3.2
training.scd.1998	T	3.8
training.scd.1999	T	3.2
training.scd.2000	T	3.4
training.scd.2001	T	3.4
training.scd.2002	T	3.4
training.scd.2003	T	3.6
training.scd.2004	T	4.0
training.scd.2005	T	4.0
training.scd.2006	T	3.8
training.scd.2007	T	3.8
training.scd.2008	T	3.8
training.scd.2009	T	3.8
training.scd.2010	T	3.8
training.scd.2011	F	2.2
training.scd.2012	F	2.2
training.scd.2013	F	1.6
training.scd.2014	F	1.2
training.scd.2015	F	1.4
training.scd.2016	T	3.0
training.scd.2017	F	1.8
training.scd.2018	F	1.0
training.scd.2019	F	2.0
training.scd.2020	F	2.0
training.scd.2021	F	2.4
training.scd.2022	F	1.8
training.scd.2023	F	1.8
training.scd.2024	F	1.6
training.scd.2025	F	1.0
training.scd.2026	F	2.2
training.scd.2027	F	2.2
training.scd.2028	F	2.2
training.scd.2029	F	2.2
training.scd.2030	F	1.2
training.scd.2031	F	1.8
training.scd.2032	F	2.4
training.scd.2033	F	2.2
training.scd.2034	F	1.6
training.scd.2035	F	1.2
training.scd.2036	F	1.0
training.scd.2037	F	1.0
training.scd.2038	F	1.2
training.scd.2039	F	1.8
training.scd.2040	F	2.6
training.scd.2041	T	3.0
training.scd.2042	F	2.6
training.scd.2043	F	2.6
training.scd.2044	F	2.4
training.scd.2045	F	2.4
training.scd.2046	F	2.0
training.scd.2047	F	2.0
training.scd.2048	F	1.0
training.scd.2049	F	2.2
training.scd.2050	F	1.2
training.scd.2051	F	2.4
training.scd.2052	F	1.2
training.scd.2053	F	2.2
training.scd.2054	F	2.2
training.scd.2055	F	1.0
training.scd.2056	F	1.0
training.scd.2057	F	1.2
training.scd.2058	F	1.2
training.scd.2059	F	1.0
training.scd.2060	F	1.2
training.scd.2061	F	1.2
training.scd.2062	T	3.4
training.scd.2063	T	3.4
training.scd.2064	F	1.8
training.scd.2065	F	1.0
training.scd.2066	T	3.6
training.scd.2067	T	4.0
training.scd.2068	T	3.0
